path,category,bytes,sha256,source_url,author,version_or_commit,license,commercial_use,attribution,share_alike,modified,modifications,notice_path,status
images/portraits/individual/liu_zhaowei.png,texture,631277,42066a8ceb1e15af41f588cdbb6a79ab63e473143150e00d18989376e0422173,generated://openai-imagegen/exec-d0c1550c-73ee-4f6e-a204-930c7a5b5050,OpenAI image generation with project art direction,derived-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,true,Cropped from dialogue portrait atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/individual/qi_wangshu.png,texture,587863,bf1ab52ac3dc8474031b5efbf1568b6ee5208eefbf725d71b0b7521473836ecb,generated://openai-imagegen/exec-d0c1550c-73ee-4f6e-a204-930c7a5b5050,OpenAI image generation with project art direction,derived-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,true,Cropped from dialogue portrait atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/individual/shen_yan_user_cut.png,texture,1350716,6e74ea9f60e851b37087797a634d58604331618d7c15d20d881c69816e5ec2fd,generated://openai-imagegen/exec-d0c1550c-73ee-4f6e-a204-930c7a5b5050,OpenAI image generation with user-provided final crop,derived-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,true,Runtime copy of user supplied final crop,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/individual/su_tan.png,texture,593003,ea76a50852ba8319c0787525157b7783ef52281132d19f4267590d83a38b7970,generated://openai-imagegen/exec-d0c1550c-73ee-4f6e-a204-930c7a5b5050,OpenAI image generation with project art direction,derived-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,true,Cropped from dialogue portrait atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
audio/music/chapter1_workshop.ogg,audio,910558,7e9a6f28b131ddb6c19f8f0ece0eb5e391d3657007e2156de6efabd6816ed58c,https://opengameart.org/content/orien,Tozan,retrieved-2026-07-16,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter1_crisis.ogg,audio,596144,507fc3c4a076f7eaf19916e182461d9a092041af8ff88086680e71854dc9f10e,https://opengameart.org/content/oriental8,Tozan,retrieved-2026-07-16,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter2_river.ogg,audio,1927536,172d95262348d020d7d1428046b100aefbad0a6cbaa93ef87efafeb8add107d0,https://opengameart.org/content/asianoriental1,Tozan,retrieved-2026-07-16,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
images/chapters/chapter1_workshop.png,texture,2334583,bc74108a976bdd051897ffeb6bdff7d0922a453903657df7615ad5a1b74ab6a2,generated://openai-imagegen/exec-51117e7e-b7f1-454b-9679-ef42b1f9284a,OpenAI image generation with project art direction,generated-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter one workshop background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter1_evidence_atlas.png,texture,2647096,ee0c3c8fad1f48651ae3688034fd4aeba2a5d2f5f18e7059ab75d5ccd30573c6,generated://openai-imagegen/exec-49b49eef-828e-48a6-adf7-0323d90ed00a,OpenAI image generation with project art direction,generated-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter one evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter2_riverboat.png,texture,2433318,a78734ecd2f66fdabdad87ee9bce8920ae4b9fdb9e72894573f42587abd2b661,generated://openai-imagegen/exec-fbae9e18-183e-451a-b1d7-08bac9690f0a,OpenAI image generation with project art direction,generated-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter two riverboat background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter2_evidence_atlas.png,texture,2752101,641cdaa9e747b71b7a4f337c7be353807e6a1d987f92fe0e1c7f18ee3c7028c7,generated://openai-imagegen/exec-24ebde5e-a799-4f31-814a-986082127589,OpenAI image generation with project art direction,generated-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter two evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/jiang_zhuoyue.png,texture,2300648,2962712bcb11dc0630800276dd50567a259306ffc4d0fc8da7762bb25fdc889f,generated://openai-imagegen/exec-c36fe3ec-9942-4fd6-bd8a-0ebb94d12711,OpenAI image generation with project art direction,generated-2026-07-16,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter two waist-up dialogue portrait,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
audio/music/chapter3_ridge.ogg,audio,976507,4dfe3b45720bd4b47f7851a69d03c03f51abecf919d63a1c7352208419a4017a,https://opengameart.org/content/shangri-river,Tozan,retrieved-2026-07-17,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter3_battle.ogg,audio,1309147,7a6bb7c4d81513b2f38a0c6f5f1b09353b4114a86e42202a85b049aa3a514672,https://opengameart.org/content/swordfight-iii,Kistol,retrieved-2026-07-17,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter4_forge.ogg,audio,2485366,c8c1b2b5bad66d2951cc366ad3337a67882a769b1c3057b2791fa2085ae4d09e,https://opengameart.org/content/factory-ambiance,yd,retrieved-2026-07-17,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter4_battle.mp3,audio,4646747,dde7bd4f10bde031800ba8e22151fad591b7c13e1c9ae51920341b4e4ae37be5,https://opengameart.org/content/battle-theme-0,Wolfgang_,retrieved-2026-07-17,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
images/chapters/chapter3_hundred_step_ridge.png,texture,2540473,7842d86f87df4ed7597d228fb2b8fd77aacde61d9a08d582419170ae7689c476,generated://openai-imagegen/exec-098cd8c6-21c3-4231-8350-98ca7d4a3935,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter three mountain-pass background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter3_evidence_atlas.png,texture,2800852,a8912063d0bf909d4b075fd4bd908927a149ac72dc706511cdf9279716fed77e,generated://openai-imagegen/exec-d58766bd-47fc-45c3-b891-a0503e164da1,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter three evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/gu_xuance.png,texture,2310735,dfa0036816f64d1c9fbe2c79a4e5f8c1d2a62c806c26bc1006195272701b53f3,generated://openai-imagegen/exec-0ce7e895-c625-40e3-add9-40d29aff1472,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Gu Xuance waist-up dialogue portrait,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter4_ember_forge.png,texture,2479050,4398d4783cfc10d6da64a8e056d8a815ecf53554897ac3d9aeb9ddcaf0e27478,generated://openai-imagegen/exec-081603fa-e8a6-476c-9e89-6d20921a130b,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter four subterranean-forge background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter4_evidence_atlas.png,texture,2575874,667083854cd3feb775d3cf16ac18e09434a93b1c2658b07a3e9a5b9cef4f18ec,generated://openai-imagegen/exec-697f993b-9fbd-4965-86ee-a816e2645c3a.png,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter four evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/huo_li.png,texture,2265123,c344cbe3ef58e5804565751695398890e43030bf43a191fb7f560e01db3bbeed,generated://openai-imagegen/exec-6bdccf1d-774a-4518-b286-f10242ee525b.png,OpenAI image generation with project art direction,generated-2026-07-17,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Huo Li waist-up dialogue portrait,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
audio/music/chapter5_thunder_alliance.ogg,audio,884318,61df92c237baffb16631996ef36bc047d3c45c3e26d6578cabd413c7d341e183,https://opengameart.org/content/sci-fi-adventure-eastern-quiet-piano-loop,KiluaBoy,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Selected NotThatEast and renamed local file,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter5_battle.mp3,audio,3777653,e7dff5f9d7d205237c6e767929230434666ea52e621f80038e9ea02dc5d6a629,https://opengameart.org/content/eye-of-the-storm-0,Indieteur,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter6_observatory.ogg,audio,98076,8ae933cfc8f81cc5b2f5b545eff07f41e56e6768f32c23ef79951892c25b61df,https://opengameart.org/content/sci-fi-adventure-eastern-quiet-piano-loop,KiluaBoy,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Selected IntoTheStars and renamed local file,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter6_battle.ogg,audio,2822466,401fa62b9ed9bb2eea5821bdbe245e3eb991a89ecd1509c3742f7b5393b0df1c,https://opengameart.org/content/the-final-battle,skrjablin,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
images/chapters/chapter5_thunder_fire_alliance.png,texture,2312212,ffa0fda7db81f009f03b0da4ddd97c894d04c45a6d522f1937b0bc9f6b6c0867,generated://openai-imagegen/exec-cf3ae157-62a1-42bb-9c4d-9d4bd183e70b,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter five Thunder-Fire Alliance background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter5_evidence_atlas.png,texture,2525295,6cbdcc2550b764b65f7dfafad2826d353167908b4dbf984db3ab4e9712f19d5d,generated://openai-imagegen/exec-93987fda-d990-4836-b3ae-baf762633e71,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter five evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/xie_jingxian.png,texture,2283513,a2eb407af8834a3a10fef9aa64c41f19f7c0210ee2c7fa08459fba7f4dd5710c,generated://openai-imagegen/exec-85e68ea6-2eea-4476-9081-ff165f4aed6c,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Xie Jingxian waist-up dialogue portrait,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter6_xuanqiong_observatory.png,texture,2489796,70f63a0fe85a43ddbd37c457e7dea616900b0be315931ecaba4554c5c42ed3ce,generated://openai-imagegen/exec-482f1851-94cc-444d-99c1-b2556a16f83b,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter six Xuanqiong Observatory background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter6_evidence_atlas.png,texture,2756100,20154defad4fa24206a5b6380397403db42954dcb443ed05af08e804f6302e5c,generated://openai-imagegen/exec-e2fe2fb9-374b-470e-8fbe-7e4a99836c35,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as a six-panel chapter six evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/ning_guanlan.png,texture,2329936,10cf6c611774a284e3dc74879b2a8b226f424a1166dcb03352467cbdedc1c0e1,generated://openai-imagegen/exec-e32d1904-6e1e-4a72-9897-713141055981,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Ning Guanlan waist-up dialogue portrait,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
audio/music/chapter7_mirror_city.mp3,audio,3273734,4bb17590f70a05007a236c9818604763dfb176c16e1348bb75a2d016d1c91e76,https://opengameart.org/content/night-of-the-streets-horrorsuspense,nene,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter7_battle.mp3,audio,4646747,dde7bd4f10bde031800ba8e22151fad591b7c13e1c9ae51920341b4e4ae37be5,https://opengameart.org/content/battle-theme-0,Wolfgang_,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Reused CC0 battle source under chapter-specific runtime name,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter8_crafts_prison.ogg,audio,1202848,18da6d6c4492d744f5ebde5bb128a636770df4197d2d4a0b5e8d65df6e27f57b,https://lpc.opengameart.org/node/32333,yd,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter8_battle.ogg,audio,502111,f2f1a7b531e3fea191350684e8ef158e2c8583cde9ce5f31c0caa34bba687a5a,https://opengameart.org/content/fast-fight-battle-music,Ville Nousiainen,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter9_tianli_bureau.wav,audio,18736804,7ca6cbb996e24eb3c9c9168d623a2359dcb742fa4d2e3c2f707fbcc012f154f5,https://opengameart.org/content/ancient-temple-1,Umplix,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Godot imports runtime stream with compression mode 2,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter9_ending.wav,audio,25795294,3e0702b3ec4c48eaee852174e2cbb5252655704b47fb716aa9ccb8df7e910a9c,https://opengameart.org/content/ending-scene,nene,retrieved-2026-07-18,CC0-1.0,yes,voluntary,no,false,Godot imports runtime stream with compression mode 2,THIRD_PARTY_NOTICES.md,VERIFIED
images/chapters/chapter7_broken_mirror_city.png,texture,2612150,8588ae55117bb0c942681cdf543f55f2fa8d63542962c5784acc3dac4d96ac5c,generated://openai-imagegen/exec-ba3b4b1b-16e3-4dc1-a651-e3cab666f1ce,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter seven broken mirror city background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter7_evidence_atlas.png,texture,2460365,5dc175ca601e5edda576c51345028b5fae007139e1d5c63df837c35beccc34a5,generated://openai-imagegen/exec-0b70951e-56f8-4198-aa44-74cf9a8a73b1,OpenAI image generation with physics-corrected project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Final corrected atlas uses top-oblique refraction rod and three aligned pinhole plates; no interference panel,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter8_hundred_crafts_prison.png,texture,2376514,b37262324d1f38e4fd810372ac8d36f12488362e97b1b2a17491e73d33f59cbe,generated://openai-imagegen/exec-874bbf33-5e79-411f-b084-3b682e37d408,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter eight subterranean crafts prison background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter8_evidence_atlas.png,texture,2590817,2dd5c6db15b00ca13af7ac5eabd7fa8a1fba29ee40663f8df71ecfd0c0850cc3,generated://openai-imagegen/exec-d764dcd7-4907-4925-b3f5-0800e5ce2ae6,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as six-panel chapter eight mechanics evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter9_tianli_bureau.png,texture,2374341,56f1e7bdd9e548521a5918e8675ab0e832f9d17fb7dce6d7657973414c25c5de,generated://openai-imagegen/exec-2b6f7741-0b6b-4c55-a5e6-9f41d16b475f,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter nine circular Tianli Bureau background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter9_evidence_atlas.png,texture,2545945,16363b25ea411cfc50fb386726a5f86f31f695ae580c9576d0fd94ea9c215782,generated://openai-imagegen/exec-3d2e7987-cb85-417f-9c65-af6f9f50c677,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as six-panel chapter nine integrated-physics evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/portraits/pei_wugou.png,texture,2203873,93ae9b1de21d6ba9ef69bfa238ffc4fce15ff4e815756959837383384de7b03b,generated://openai-imagegen/exec-17ee4510-95d3-499f-8f90-48880b4d9eda,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Pei Wugou full waist-up dialogue portrait with broken ruler and mirror,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter9_people_witness.png,texture,2423189,188aa8347af96b269c14d6dbf5f5dd482dd02fbc9655cefee07c0129971b1ab0,generated://openai-imagegen/exec-8c4503a5-4b04-4c6a-a505-4ea128d2f90e,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as People Witness normal ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter9_archive_sealed.png,texture,1994882,d4e75783344dea7ed59253cf72d95caa2d52ca677bb60d401b3f100d45163b6b,generated://openai-imagegen/exec-8b81ef69-311f-4261-b894-f53058f97ee0,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Archive Sealed normal ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter9_return_mountain.png,texture,2400773,f6218207f52e96d8994640fa76603387cac81ad8e4569ab693288b130763fbc8,generated://openai-imagegen/exec-dbd7b2f4-291d-4bd5-981a-3289eca5f381,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Return to Mountain normal ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter9_nameless_ashes.png,texture,2380403,58a059c9135681dfd7f3c872f088add7a3e124e85b2b6bee1cb4879f73db8f6a,generated://openai-imagegen/exec-d03cd753-734f-40a8-a10f-a80ed99db9fe,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as Nameless Ashes normal ending illustration,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/endings/chapter9_hidden_route.png,texture,2287980,4ab898e52838bf36b986e34f9e3dd0b18e8d2905de0fff7962cb9dc07c526d59,generated://openai-imagegen/exec-6b100a0b-af29-44cd-8cd9-249a9b8379ff,OpenAI image generation with project art direction,generated-2026-07-18,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter ten gate preview unlocked by two seals,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
audio/music/chapter10_nameless_institute.ogg,audio,677721,e99e1b4ccd3d4a82e4162a5f81912b99506788a4fc3b2f6266d5c97555c314ae,https://opengameart.org/content/jaoan,Tozan,retrieved-2026-07-19,CC0-1.0,yes,voluntary,no,false,Selected Jaoan koto theme and renamed local file,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter10_battle.mp3,audio,1969049,a77128014c3226d64ea6788085ad6dbccd75291026734d6bb4defa6ccae860f1,https://opengameart.org/content/prepare-to-fight,Basil,retrieved-2026-07-19,CC0-1.0,yes,voluntary,no,false,Renamed local file only,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter11_heaven_earth.ogg,audio,1103520,5643ebbcb580b0ac04ec5a6de607875df9bd0cd53815780baa895411e22897b6,https://opengameart.org/content/tyhosiasian,Tozan,retrieved-2026-07-19,CC0-1.0,yes,voluntary,no,false,Selected oriental koto theme and renamed local file,THIRD_PARTY_NOTICES.md,VERIFIED
audio/music/chapter11_battle.ogg,audio,2192846,1615903236286af59d14b4d71da3fc2518a3091ecdd8f162a50215b9b3d0f320,https://opengameart.org/content/hopeorchestral-battle-music,MintoDog,retrieved-2026-07-19,CC0-1.0,yes,voluntary,no,false,Selected loopable bright final battle theme and renamed local file,THIRD_PARTY_NOTICES.md,VERIFIED
images/chapters/chapter10_nameless_institute.png,texture,2507749,532a47de4def43a298d76248c4d12fee5451ae0d2a5b3c8b204c3ff562440971,generated://openai-imagegen/exec-ede499d1-81d2-4a3e-866a-6001e6edc42c,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter ten underground calibration institute background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter10_evidence_atlas.png,texture,2669739,28574c7698bffc9ea5bad5ad684fbff6e8056d27fa6c3610cbd161a688dfd9b6,generated://openai-imagegen/exec-6b2b5ec9-cdd0-4a6d-9188-0878193b0347,OpenAI image generation with physics-directed project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as six-panel measurement mechanics evidence atlas,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
images/chapters/chapter11_heaven_earth_balance.png,texture,2535919,518703571377eb646fc510d105eb010800263daa5f3060ee21175a4287d07956,generated://openai-imagegen/exec-709ad03b-9ac8-4c87-a6ca-1bf643e46aff,OpenAI image generation with project art direction,generated-2026-07-19,Project-generated asset; OpenAI terms apply,project-use,not-required,n/a,false,Generated as chapter eleven final multi-station calibration terrace background,THIRD_PARTY_NOTICES.md,PROJECT_GENERATED
